nid,name,path,ntype,weight,data,lasttime,faculty
1471656636,ABSNET_SEV6_SeriesPerformance,spEED.dbo.ABSNET_SEV6_SeriesPerformance,tbl,0,0 KB,0,17
1503656750,ABSNET_SEV6_RatingInformation,spEED.dbo.ABSNET_SEV6_RatingInformation,tbl,0,0 KB,0,65
1535656864,ABSNET_SEV6_PoolPerformance4,spEED.dbo.ABSNET_SEV6_PoolPerformance4,tbl,0,0 KB,0,90
1567656978,ABSNET_SEV6_PoolPerformance3,spEED.dbo.ABSNET_SEV6_PoolPerformance3,tbl,0,0 KB,0,51
1599657092,ABSNET_SEV6_PoolPerformance2,spEED.dbo.ABSNET_SEV6_PoolPerformance2,tbl,0,0 KB,0,13
1631657206,ABSNET_SEV6_PoolPerformance1,spEED.dbo.ABSNET_SEV6_PoolPerformance1,tbl,0,0 KB,0,78
1663657320,ABSNET_SEV6_PoolInformation,spEED.dbo.ABSNET_SEV6_PoolInformation,tbl,0,0 KB,0,20
31703561,Intex_History_WLEU,spEED.EURO.Intex_History_WLEU,view,0,0,30:18.7,39
268436626,stp_IDS_Transformer_spEED_FutueOptions,spEED.dbo.stp_IDS_Transformer_spEED_FutueOptions,sp,0,0,0,72
250340552,DueDil_GetMostUpdatedValue,spEED.dbo.DueDil_GetMostUpdatedValue,sp,0,0,0,22
622885536,RAPID_NAV_DEAL_RESULTS,spEED.CDO.RAPID_NAV_DEAL_RESULTS,view,0,0,0,48
753541868,TIER3_NA_OASYS_VIEW_AS_ETPL_to_delete,spEED.dbo.TIER3_NA_OASYS_VIEW_AS_ETPL_to_delete,view,0,0,0,16
1361700199,stp_CMBXSpreadsCalc,spEED.dbo.stp_CMBXSpreadsCalc,sp,0,0,0,70
1823397615,stp_MUNCH_GetRemitData,spEED.dbo.stp_MUNCH_GetRemitData,sp,0,0,0,14
1838069734,stp_LP_Replines_GetCohort_custom2,spEED.dbo.stp_LP_Replines_GetCohort_custom2,sp,0,0,0,56
1760790126,DUEDIL_GetActionItems,spEED.dbo.DUEDIL_GetActionItems,sp,0,0,0,76
1763537366,udf_GetGSMFileNameCorp,spEED.dbo.udf_GetGSMFileNameCorp,Function,0,0,0,68
1975990416,stp_Loader_IPREO_PostloadOperations,spEED.dbo.stp_Loader_IPREO_PostloadOperations,sp,0,0,0,73
206988164,stp_RunLPHPACalcs,spEED.dbo.stp_RunLPHPACalcs,sp,0,0,0,83
275024261,stp_Loader_PPR_PostLoadOperations,spEED.CMBS.stp_Loader_PPR_PostLoadOperations,sp,0,0,0,14
298484142,stp_Cube_RefreshLPCube,spEED.dbo.stp_Cube_RefreshLPCube,sp,0,0,0,91
651865389,stp_Loader_LossDef_PostloadOperations,spEED.dbo.stp_Loader_LossDef_PostloadOperations,sp,0,0,0,60
1138180642,STP_OddLotTAOPaydown,spEED.dbo.STP_OddLotTAOPaydown,sp,0,0,0,93
1659921035,stp_Maintenance_LPTesting,spEED.dbo.stp_Maintenance_LPTesting,sp,0,0,0,100
210776504,LP_Update_XXXAggregates_ForLoanGroups_Extended_SVCR,spEED.dbo.LP_Update_XXXAggregates_ForLoanGroups_Extended_SVCR,sp,0,0,0,42
310656550,Intex_Expenses,spEED.CMBS.Intex_Expenses,view,0,0,32:59.1,51
310656550,Intex_Expenses,spEED.CMBS.Intex_Expenses,view,0,0,32:59.1,39
640642717,RPT_SUM_Bond_Summary_sp_1,spEED.EURO.RPT_SUM_Bond_Summary_sp_1,sp,0,0,0,18
918658716,Intex_Expenses,spEED.CDO.Intex_Expenses,view,0,0,32:59.1,81
918658716,Intex_Expenses,spEED.CDO.Intex_Expenses,view,0,0,32:59.1,53
1073751228,stp_CreateMpCopyPoolsData,spEED.AGY.stp_CreateMpCopyPoolsData,sp,0,0,0,17
1270659970,Intex_Expenses,spEED.EURO.Intex_Expenses,view,0,0,32:59.1,79
1270659970,Intex_Expenses,spEED.EURO.Intex_Expenses,view,0,0,32:59.1,62
2138139058,Intex_Expenses,spEED.ABS.Intex_Expenses,view,0,0,32:59.1,77
2138139058,Intex_Expenses,spEED.ABS.Intex_Expenses,view,0,0,32:59.1,53
292300201,stp_Backup_tbl,spEED.dbo.stp_Backup_tbl,sp,0,0,0,21
755403102,DUEDIL_GetPossibleSSFADeductionReport,spEED.dbo.DUEDIL_GetPossibleSSFADeductionReport,sp,0,0,0,10
983674552,stp_CMOBAL_FetchLoanHistory,spEED.dbo.stp_CMOBAL_FetchLoanHistory,sp,0,0,33:44.8,58
693446836,stp_SVCR_CPRCDR_Snapshot,spEED.dbo.stp_SVCR_CPRCDR_Snapshot,sp,0,0,0,50
1296723672,stp_Query_LPHpiByCounty,spEED.dbo.stp_Query_LPHpiByCounty,sp,0,0,0,42
1457544376,stp_LP_Loanagg_GetCohort_custom_dy,spEED.dbo.stp_LP_Loanagg_GetCohort_custom_dy,sp,0,0,0,67
1916494552,stp_Last3Years_ClosedPrice,spEED.dbo.stp_Last3Years_ClosedPrice,sp,0,0,0,32
1031791579,stp_MergeLoanAdditionalDebt,spEED.dbo.stp_MergeLoanAdditionalDebt,sp,0,0,0,35
149444898,GENESIS_Load_Common_Balance,spEED.dbo.GENESIS_Load_Common_Balance,sp,0,0,0,53
1383780087,GettblOfCusips_int,spEED.dbo.GettblOfCusips_int,tbl Func,0,0,0,58
1884689912,Intex_CusipGroundGroups,spEED.ABS.Intex_CusipGroundGroups,view,0,0,0,37
166656037,Intex_Group_Loan_Membership,spEED.CMBS.Intex_Group_Loan_Membership,view,0,0,32:59.7,29
243584006,GetSecondLiensBalance,spEED.CDO.GetSecondLiensBalance,Function,0,0,0,85
278656436,Intex_Hedges,spEED.CMBS.Intex_Hedges,view,0,0,33:00.0,23
278656436,Intex_Hedges,spEED.CMBS.Intex_Hedges,view,0,0,33:00.0,48
290204184,stp_Query_GetABSDataForFIH,spEED.dbo.stp_Query_GetABSDataForFIH,sp,0,0,0,83
742658089,Intex_Hedges,spEED.CDO.Intex_Hedges,view,0,0,33:00.0,60
742658089,Intex_Hedges,spEED.CDO.Intex_Hedges,view,0,0,33:00.0,42
1638661281,Intex_Hedges,spEED.EURO.Intex_Hedges,view,0,0,33:00.0,51
1638661281,Intex_Hedges,spEED.EURO.Intex_Hedges,view,0,0,33:00.0,70
2090138887,Intex_Hedges,spEED.ABS.Intex_Hedges,view,0,0,33:00.0,73
2090138887,Intex_Hedges,spEED.ABS.Intex_Hedges,view,0,0,33:00.0,95
1095115092,stp_LP_Loanagg_CustomCohort_Calc,spEED.dbo.stp_LP_Loanagg_CustomCohort_Calc,sp,0,0,0,98
1733685324,stp_Alert_Ratings_Change,spEED.dbo.stp_Alert_Ratings_Change,sp,0,0,0,98
1845282029,stp_Loader_SyncspIRIT_PostLoadOperations,spEED.dbo.stp_Loader_SyncspIRIT_PostLoadOperations,sp,0,0,0,55
1973842344,stp_Loader_PO_PostLoadOperations,spEED.dbo.stp_Loader_PO_PostLoadOperations,sp,0,0,0,48
815341969,stp_UpdatePricingData,spEED.CDO.stp_UpdatePricingData,sp,0,0,0,61
1447780315,udf_GetAAAGoneFlag,spEED.dbo.udf_GetAAAGoneFlag,Function,0,0,0,33
1941998395,stp_Update_AllIsinAggregates,spEED.EURO.stp_Update_AllIsinAggregates,sp,0,0,0,73
1340687974,stp_Loader_CreditRisk_PostLoadOperations,spEED.dbo.stp_Loader_CreditRisk_PostLoadOperations,sp,0,0,0,89
661446722,stp_Loader_ServicerReportData,spEED.dbo.stp_Loader_ServicerReportData,sp,0,0,0,51
1133963116,stp_Query_FetchCusipInfoForResearch,spEED.dbo.stp_Query_FetchCusipInfoForResearch,sp,0,0,0,69
1390120193,GetPrevWeekDay,spEED.dbo.GetPrevWeekDay,Function,0,0,0,12
1497876503,stp_Get_Trepp_ClosePrice,spEED.CMBS.stp_Get_Trepp_ClosePrice,sp,0,0,0,44
455112812,stp_LP_Replines_Create_mod_3m_bal,spEED.dbo.stp_LP_Replines_Create_mod_3m_bal,sp,0,0,0,16
834206122,stp_Query_FetchPrimeXIndexCloses,spEED.dbo.stp_Query_FetchPrimeXIndexCloses,sp,0,0,0,69
981447862,vw_CALC_BASEL_IS_SENIOR,spEED.dbo.vw_CALC_BASEL_IS_SENIOR,view,0,0,0,15
1072110960,Intex_TrigMiscVals,spEED.dbo.Intex_TrigMiscVals,view,0,0,29:53.0,54
1580844994,stp_LP_Replines_Cohorts_Fico_List,spEED.dbo.stp_LP_Replines_Cohorts_Fico_List,sp,0,0,0,58
1815065602,GetFirstCallDate,spEED.CDO.GetFirstCallDate,Function,0,0,0,54
1513772450,stp_Loader_IntexRemit_PostLoadOperations,spEED.dbo.stp_Loader_IntexRemit_PostLoadOperations,sp,0,0,0,71
2101582525,stp_RunDealStateAggregates,spEED.dbo.stp_RunDealStateAggregates,sp,0,0,01:28.3,50
2101582525,stp_RunDealStateAggregates,spEED.dbo.stp_RunDealStateAggregates,sp,0,0,58:45.8,17
18971294,stp_LP_Replines_CreateBatch_SSIS,spEED.dbo.stp_LP_Replines_CreateBatch_SSIS,sp,0,0,0,27
1415012122,sp_app_add_new_role,spEED.app.sp_app_add_new_role,sp,0,0,0,37
1610488816,proc_DataXFer_ABSNET_Generic,spEED.dbo.proc_DataXFer_ABSNET_Generic,sp,0,0,0,51
1765581328,stp_Loader_Inventory_AnalyseFoundDeals,spEED.dbo.stp_Loader_Inventory_AnalyseFoundDeals,sp,0,0,0,73
1904478309,stp_Empirasign_AddBid,spEED.dbo.stp_Empirasign_AddBid,sp,0,0,0,24
1957842287,stp_Loader_MBX_PreLoadOperations,spEED.dbo.stp_Loader_MBX_PreLoadOperations,sp,0,0,0,17
245445240,GENESIS_Output_Arrng_Involved_Party,spEED.dbo.GENESIS_Output_Arrng_Involved_Party,sp,0,0,0,55
750729827,stp_ABSNET_UpdateRemitInfo,spEED.dbo.stp_ABSNET_UpdateRemitInfo,sp,0,0,0,61
1676545752,stp_IDS_Transformer_indic_UserBonds,spEED.dbo.stp_IDS_Transformer_indic_UserBonds,sp,0,0,0,41
1999918792,stp_JOB_AddCheckPoint,spEED.dbo.stp_JOB_AddCheckPoint,sp,0,0,0,80
458133073,stp_Loader_LP_Servicer_Advance_PreLoadOperations,spEED.dbo.stp_Loader_LP_Servicer_Advance_PreLoadOperations,sp,0,0,0,70
939150391,stp_Loader_OFHEO_PostLoadOperations,spEED.dbo.stp_Loader_OFHEO_PostLoadOperations,sp,0,0,0,97
68403513,stp_Loader_IntexDataUpdate_PreLoadOperations,spEED.dbo.stp_Loader_IntexDataUpdate_PreLoadOperations,sp,0,0,0,74
355401677,stp_IDS_Transformer_Classification_Code_3,spEED.dbo.stp_IDS_Transformer_Classification_Code_3,sp,0,0,0,98
374656778,Intex_Deal,spEED.CMBS.Intex_Deal,view,0,0,32:59.7,75
374656778,Intex_Deal,spEED.CMBS.Intex_Deal,view,0,0,32:59.7,56
838658431,Intex_Deal,spEED.CDO.Intex_Deal,view,0,0,32:59.7,60
838658431,Intex_Deal,spEED.CDO.Intex_Deal,view,0,0,32:59.7,52
926990729,Update_CRM_Contacts,spEED.dbo.Update_CRM_Contacts,sp,0,0,0,34
1318660141,Intex_Deal,spEED.EURO.Intex_Deal,view,0,0,32:59.7,64
1318660141,Intex_Deal,spEED.EURO.Intex_Deal,view,0,0,32:59.7,87
1994138545,Intex_Deal,spEED.ABS.Intex_Deal,view,0,0,32:59.7,95
1994138545,Intex_Deal,spEED.ABS.Intex_Deal,view,0,0,32:59.7,29
2134454828,stp_LP_Replines_CreateCohort_Batch,spEED.dbo.stp_LP_Replines_CreateCohort_Batch,sp,0,0,0,86
362484370,GetDealNameFromCusip,spEED.dbo.GetDealNameFromCusip,Function,0,0,0,22
450673249,Stp_Load_MARSFeed,spEED.dbo.Stp_Load_MARSFeed,sp,0,0,0,44
466920835,BaselCalc_STAR_GetAssetRecords,spEED.dbo.BaselCalc_STAR_GetAssetRecords,sp,0,0,0,19
1787257522,stp_LP_Loanagg_GetCustomIndexCDR,spEED.dbo.stp_LP_Loanagg_GetCustomIndexCDR,sp,0,0,0,99
1467256382,stp_LP_Universe_GetFittingCohorts,spEED.dbo.stp_LP_Universe_GetFittingCohorts,sp,0,0,0,35
1751781398,stp_Inventory_GetDeskInventory,spEED.dbo.stp_Inventory_GetDeskInventory,sp,0,0,0,81
1890105774,udf_GetOFHEOYear,spEED.dbo.udf_GetOFHEOYear,Function,0,0,34:16.0,37
1890105774,udf_GetOFHEOYear,spEED.dbo.udf_GetOFHEOYear,Function,0,0,34:16.0,67
1979310261,stp_LP_Loader_CACalc_CPR,spEED.dbo.stp_LP_Loader_CACalc_CPR,sp,0,0,0,49
1531256610,stp_LP_Loanagg_PreLoadOperations,spEED.dbo.stp_LP_Loanagg_PreLoadOperations,sp,0,0,0,73
1988970212,Intex_Collat_LightSpeed,spEED.CDO.Intex_Collat_LightSpeed,view,0,0,0,32
157243615,stp_Check_DB_Status,spEED.dbo.stp_Check_DB_Status,sp,0,0,0,55
341757912,stp_Loader_Markit_Fixed_PostloadOperations,spEED.dbo.stp_Loader_Markit_Fixed_PostloadOperations,sp,0,0,0,65
1547256667,stp_LP_Loanagg_Deal_FindMissingMonths,spEED.dbo.stp_LP_Loanagg_Deal_FindMissingMonths,sp,0,0,0,100
1947258092,stp_LP_Loanagg_GetCohortRollRate,spEED.dbo.stp_LP_Loanagg_GetCohortRollRate,sp,0,0,0,29
426484598,GetMoneyFromVarNullToZero,spEED.dbo.GetMoneyFromVarNullToZero,Function,0,0,0,12
1539184929,stp_Loader_RefreshXRef_PreLoadOperations,spEED.dbo.stp_Loader_RefreshXRef_PreLoadOperations,sp,0,0,0,37
744766852,stp_get_LastBusinessDayOfYear_List,spEED.dbo.stp_get_LastBusinessDayOfYear_List,sp,0,0,0,61
2117907658,stp_get_vantage_trade,spEED.dbo.stp_get_vantage_trade,sp,0,0,0,98
55775356,stp_LP_Loader_CreateShelfReplines,spEED.dbo.stp_LP_Loader_CreateShelfReplines,sp,0,0,0,10
128159652,p_Reader_Inventory_AnalyseFoundDeals,spEED.dbo.p_Reader_Inventory_AnalyseFoundDeals,sp,0,0,0,73
1241588753,FUNC_GSM_RTNG_BUCKET_HELPER,spEED.dbo.FUNC_GSM_RTNG_BUCKET_HELPER,tbl Func,0,0,0,38
1921806304,stp_Loader_ABSNet_U_SeriesPerformance_PostloadOperations,spEED.dbo.stp_Loader_ABSNet_U_SeriesPerformance_PostloadOperations,sp,0,0,0,18
1969806475,stp_Loader_ABSNet_U_TriggerInformation_PostloadOperations,spEED.dbo.stp_Loader_ABSNet_U_TriggerInformation_PostloadOperations,sp,0,0,0,38
482920892,BaselCalc_STAR_GetTrancheRecords,spEED.dbo.BaselCalc_STAR_GetTrancheRecords,sp,0,0,0,11
1167043639,stp_Empirasign_GetUnSyncItems,spEED.dbo.stp_Empirasign_GetUnSyncItems,sp,0,0,0,34
1303011723,stp_get_Closest_ABX_index,spEED.dbo.stp_get_Closest_ABX_index,sp,0,0,0,40
1447012236,sp_app_add_profile_cr_role,spEED.app.sp_app_add_profile_cr_role,sp,0,0,30:22.0,83
1781581385,stp_RunOriginatorAndServicerRawAggregates,spEED.dbo.stp_RunOriginatorAndServicerRawAggregates,sp,0,0,21:53.4,29
362393006,DUEDIL_LoadTrades_ConsABS,spEED.dbo.DUEDIL_LoadTrades_ConsABS,sp,0,0,0,52
397960494,udf_GetNineCharCusipFromEightChars,spEED.dbo.udf_GetNineCharCusipFromEightChars,Function,0,0,0,81
917447634,stp_LP_Loader_UpdateCusipMappings,spEED.dbo.stp_LP_Loader_UpdateCusipMappings,sp,0,0,0,29
1909842116,stp_Loader_IOS_PreLoadOperations,spEED.dbo.stp_Loader_IOS_PreLoadOperations,sp,0,0,0,56
574885365,stp_Loader_LP_Process_DropIndex,spEED.dbo.stp_Loader_LP_Process_DropIndex,sp,0,0,0,59
671445566,stp_Loader_LP_Process_LP_Collat_History_Last,spEED.dbo.stp_Loader_LP_Process_LP_Collat_History_Last,sp,0,0,0,14
156292808,GSM_UpdateClientPortfolio,spEED.dbo.GSM_UpdateClientPortfolio,sp,0,0,0,77
756197744,stp_Maintenance_FetchLossDefaultVectorStaticInfo,spEED.dbo.stp_Maintenance_FetchLossDefaultVectorStaticInfo,sp,0,0,0,97
1209237000,stp_Loader_Markit_CitiContributions_PreloadOperations,spEED.dbo.stp_Loader_Markit_CitiContributions_PreloadOperations,sp,0,0,0,45
1280723615,stp_Query_LPHpiByCBSA,spEED.dbo.stp_Query_LPHpiByCBSA,sp,0,0,04:52.0,31
1300616122,stp_Loader_CMR_MRMS_MVAL_PreLoadOperations,spEED.dbo.stp_Loader_CMR_MRMS_MVAL_PreLoadOperations,sp,0,0,0,35
685882902,GENESIS_Output_Arrng_Associations,spEED.dbo.GENESIS_Output_Arrng_Associations,sp,0,0,0,31
702091179,stp_LP_Load_CusipAggregates_ForLoanGroups,spEED.dbo.stp_LP_Load_CusipAggregates_ForLoanGroups,sp,0,0,0,67
1003254729,stp_LP_Query_GetGroupKeysFile,spEED.dbo.stp_LP_Query_GetGroupKeysFile,sp,0,0,0,31
1068023036,IsSecAAARated,spEED.dbo.IsSecAAARated,Function,0,0,0,92
1511012464,sp_app_get_all_nodes,spEED.app.sp_app_get_all_nodes,sp,0,0,0,24
1767729400,GetCurrPrin,spEED.dbo.GetCurrPrin,Function,0,0,0,63
1277247605,stp_LoginTracker,spEED.dbo.stp_LoginTracker,sp,0,0,0,27
555253133,stp_Loader_BBrg_DealDataCalcs,spEED.dbo.stp_Loader_BBrg_DealDataCalcs,sp,0,0,0,19
656642774,RPT_Bond_Summary_sp_1,spEED.EURO.RPT_Bond_Summary_sp_1,sp,0,0,0,82
406656892,Intex_HedgeInfo,spEED.CMBS.Intex_HedgeInfo,view,0,0,32:59.1,79
406656892,Intex_HedgeInfo,spEED.CMBS.Intex_HedgeInfo,view,0,0,32:59.1,93
870658545,Intex_HedgeInfo,spEED.CDO.Intex_HedgeInfo,view,0,0,32:59.1,80
870658545,Intex_HedgeInfo,spEED.CDO.Intex_HedgeInfo,view,0,0,32:59.1,93
957883871,stp_SVCR_Mod_Perf,spEED.dbo.stp_SVCR_Mod_Perf,sp,0,0,0,24
1350660255,Intex_HedgeInfo,spEED.EURO.Intex_HedgeInfo,view,0,0,32:59.1,72
1350660255,Intex_HedgeInfo,spEED.EURO.Intex_HedgeInfo,view,0,0,32:59.1,88
2042138716,Intex_HedgeInfo,spEED.ABS.Intex_HedgeInfo,view,0,0,32:59.1,88
2042138716,Intex_HedgeInfo,spEED.ABS.Intex_HedgeInfo,view,0,0,32:59.1,88
2118454771,stp_LP_Replines_CreateShelf_Batch,spEED.dbo.stp_LP_Replines_CreateShelf_Batch,sp,0,0,0,54
991602871,stp_Loader_RCA_Full_PostLoadOperations,spEED.dbo.stp_Loader_RCA_Full_PostLoadOperations,sp,0,0,0,43
327724270,stp_Loader_LPMod_PostLoadOperations,spEED.dbo.stp_Loader_LPMod_PostLoadOperations,sp,0,0,0,63
731969784,stp_LP_Replines_CreateDeal_RRM_parameter,spEED.dbo.stp_LP_Replines_CreateDeal_RRM_parameter,sp,0,0,0,59
227180255,Dictionary_DealMapping,spEED.CDO.Dictionary_DealMapping,view,0,0,03:50.8,57
227180255,Dictionary_DealMapping,spEED.CDO.Dictionary_DealMapping,view,0,0,03:50.8,48
227180255,Dictionary_DealMapping,spEED.CDO.Dictionary_DealMapping,view,0,0,03:50.8,21
227180255,Dictionary_DealMapping,spEED.CDO.Dictionary_DealMapping,view,0,0,03:50.8,24
227180255,Dictionary_DealMapping,spEED.CDO.Dictionary_DealMapping,view,0,0,03:50.8,33
243180312,Dictionary_DealMapping,spEED.EURO.Dictionary_DealMapping,view,0,0,03:50.8,17
243180312,Dictionary_DealMapping,spEED.EURO.Dictionary_DealMapping,view,0,0,03:50.8,17
243180312,Dictionary_DealMapping,spEED.EURO.Dictionary_DealMapping,view,0,0,03:50.8,33
243180312,Dictionary_DealMapping,spEED.EURO.Dictionary_DealMapping,view,0,0,03:50.8,37
243180312,Dictionary_DealMapping,spEED.EURO.Dictionary_DealMapping,view,0,0,03:50.8,25
259180369,Dictionary_DealMapping,spEED.ABS.Dictionary_DealMapping,view,0,0,03:50.8,42
259180369,Dictionary_DealMapping,spEED.ABS.Dictionary_DealMapping,view,0,0,03:50.8,15
259180369,Dictionary_DealMapping,spEED.ABS.Dictionary_DealMapping,view,0,0,03:50.8,29
259180369,Dictionary_DealMapping,spEED.ABS.Dictionary_DealMapping,view,0,0,03:50.8,25
259180369,Dictionary_DealMapping,spEED.ABS.Dictionary_DealMapping,view,0,0,03:50.8,87
275180426,Dictionary_DealMapping,spEED.CMBS.Dictionary_DealMapping,view,0,0,03:50.8,37
275180426,Dictionary_DealMapping,spEED.CMBS.Dictionary_DealMapping,view,0,0,03:50.8,11
275180426,Dictionary_DealMapping,spEED.CMBS.Dictionary_DealMapping,view,0,0,03:50.8,43
275180426,Dictionary_DealMapping,spEED.CMBS.Dictionary_DealMapping,view,0,0,03:50.8,49
275180426,Dictionary_DealMapping,spEED.CMBS.Dictionary_DealMapping,view,0,0,03:50.8,80
717766160,stp_IDS_Transformer_spEED_EuroAllIsinaggregates,spEED.dbo.stp_IDS_Transformer_spEED_EuroAllIsinaggregates,sp,0,0,0,93
1529876617,stp_Get_Trepp_Property,spEED.CMBS.stp_Get_Trepp_Property,sp,0,0,0,76
579402475,stp_IDS_Transformer_spEED_ACA_3,spEED.dbo.stp_IDS_Transformer_spEED_ACA_3,sp,0,0,0,84
606090837,stp_LP_Loader_CACalc,spEED.dbo.stp_LP_Loader_CACalc,sp,0,0,0,64
1909581841,vw_LP_Aggregate_Raw_Originator,spEED.dbo.vw_LP_Aggregate_Raw_Originator,view,0,0,0,10
2112479050,stp_Loader_ClassificationCode,spEED.dbo.stp_Loader_ClassificationCode,sp,0,0,0,81
910990672,Update_CRM_Employees,spEED.dbo.Update_CRM_Employees,sp,0,0,0,98
378393063,DUEDIL_LoadTrades_CMBS,spEED.dbo.DUEDIL_LoadTrades_CMBS,sp,0,0,0,47
925883757,stp_SVCR_MOD_Hist,spEED.dbo.stp_SVCR_MOD_Hist,sp,0,0,0,66
1316355904,stp_Loader_GMR_RISK_FEED_PreLoadOperations,spEED.dbo.stp_Loader_GMR_RISK_FEED_PreLoadOperations,sp,0,0,0,46
1328723786,stp_Query_LPHpiByZip,spEED.dbo.stp_Query_LPHpiByZip,sp,0,0,33:46.5,15
115023691,stp_Loader_CMBSCompass_PostLoadOperations,spEED.CMBS.stp_Loader_CMBSCompass_PostLoadOperations,sp,0,0,0,40
2099048,stp_Loader_Batch_Success,spEED.dbo.stp_Loader_Batch_Success,sp,0,0,0,78
777769828,GettblOfCusipsAndBBrgNames,spEED.dbo.GettblOfCusipsAndBBrgNames,tbl Func,0,0,0,77
1149884555,stp_Clear_LPHistory,spEED.dbo.stp_Clear_LPHistory,sp,0,0,0,78
182656094,Intex_HedgeLegs,spEED.CMBS.Intex_HedgeLegs,view,0,0,32:59.1,29
182656094,Intex_HedgeLegs,spEED.CMBS.Intex_HedgeLegs,view,0,0,33:06.8,72
678657861,Intex_HedgeLegs,spEED.CDO.Intex_HedgeLegs,view,0,0,32:59.1,67
678657861,Intex_HedgeLegs,spEED.CDO.Intex_HedgeLegs,view,0,0,33:06.8,49
1174659628,Intex_HedgeLegs,spEED.EURO.Intex_HedgeLegs,view,0,0,32:59.1,80
1174659628,Intex_HedgeLegs,spEED.EURO.Intex_HedgeLegs,view,0,0,33:06.8,91
1834137975,Intex_HedgeLegs,spEED.ABS.Intex_HedgeLegs,view,0,0,32:59.1,100
1834137975,Intex_HedgeLegs,spEED.ABS.Intex_HedgeLegs,view,0,0,33:06.8,48
214656208,Intex_PropertyInfo,spEED.CMBS.Intex_PropertyInfo,view,0,0,32:59.7,12
214656208,Intex_PropertyInfo,spEED.CMBS.Intex_PropertyInfo,view,0,0,32:59.7,49
574090723,LP_Update_LP_Collat_loan_status,spEED.dbo.LP_Update_LP_Collat_loan_status,sp,0,0,0,88
739182079,Update_Trepp_Deal_Strats,spEED.dbo.Update_Trepp_Deal_Strats,sp,0,0,0,45
1701685210,Update_Trepp_Deal_Strats,spEED.CMBS.Update_Trepp_Deal_Strats,sp,0,0,0,29
2019186639,Intex_History_ABAL,spEED.EURO.Intex_History_ABAL,view,0,0,0,57
578673705,Fun_DueDil_BusDay,spEED.dbo.Fun_DueDil_BusDay,Function,0,0,0,12
723741881,stp_RunDealRiskMeasures_UpdateDistFields,spEED.dbo.stp_RunDealRiskMeasures_UpdateDistFields,sp,0,0,0,56
677446779,stp_SVCR_CLTV,spEED.dbo.stp_SVCR_CLTV,sp,0,0,0,62
762589905,v_CumDealLossByCase,spEED.CMBS.v_CumDealLossByCase,view,0,0,0,36
1045018904,stp_LP_Replines_CreateCohort_custom,spEED.dbo.stp_LP_Replines_CreateCohort_custom,sp,0,0,0,42
1802541555,stp_LP_Universe_GetVintageCohorts,spEED.dbo.stp_LP_Universe_GetVintageCohorts,sp,0,0,0,17
967778605,Intex_TriggerHistory_Controller,spEED.CDO.Intex_TriggerHistory_Controller,sp,0,0,0,28
1873806133,stp_Loader_ABSNet_U_PoolPerformance3_PostloadOperations,spEED.dbo.stp_Loader_ABSNet_U_PoolPerformance3_PostloadOperations,sp,0,0,0,54
546921120,BaselCalc_STAR_GetEliminatedDeals_BadGroundGroups,spEED.dbo.BaselCalc_STAR_GetEliminatedDeals_BadGroundGroups,sp,0,0,0,93
923150334,stp_Loader_CS_PreLoadOperations,spEED.dbo.stp_Loader_CS_PreLoadOperations,sp,0,0,0,47
18919239,stp_Get_Trepp_Bond,spEED.CMBS.stp_Get_Trepp_Bond,sp,0,0,0,80
220436455,stp_IDS_Transformer_spEED_AGY_CMO,spEED.dbo.stp_IDS_Transformer_spEED_AGY_CMO,sp,0,0,0,64
2005998623,stp_Run_AllIsinAggregates_ABSNET_Update,spEED.dbo.stp_Run_AllIsinAggregates_ABSNET_Update,sp,0,0,0,80
134655923,Intex_CreditEnhancementCoverages,spEED.CMBS.Intex_CreditEnhancementCoverages,view,0,0,32:59.1,99
134655923,Intex_CreditEnhancementCoverages,spEED.CMBS.Intex_CreditEnhancementCoverages,view,0,0,32:59.1,56
610921348,BaselCalc_STAR_GetEliminatedDeals_NoAssetData,spEED.dbo.BaselCalc_STAR_GetEliminatedDeals_NoAssetData,sp,0,0,0,39
646657747,Intex_CreditEnhancementCoverages,spEED.CDO.Intex_CreditEnhancementCoverages,view,0,0,32:59.1,91
646657747,Intex_CreditEnhancementCoverages,spEED.CDO.Intex_CreditEnhancementCoverages,view,0,0,32:59.1,86
1478660711,Intex_CreditEnhancementCoverages,spEED.EURO.Intex_CreditEnhancementCoverages,view,0,0,32:59.1,70
1478660711,Intex_CreditEnhancementCoverages,spEED.EURO.Intex_CreditEnhancementCoverages,view,0,0,32:59.1,26
1850138032,Intex_CreditEnhancementCoverages,spEED.ABS.Intex_CreditEnhancementCoverages,view,0,0,32:59.1,52
1850138032,Intex_CreditEnhancementCoverages,spEED.ABS.Intex_CreditEnhancementCoverages,view,0,0,32:59.1,62
2053842629,stp_Loader_TRX_PreLoadOperations,spEED.dbo.stp_Loader_TRX_PreLoadOperations,sp,0,0,0,92
946922545,stp_LP_Universe_GetVintageCohorts_Working,spEED.dbo.stp_LP_Universe_GetVintageCohorts_Working,sp,0,0,0,25
1833694972,RPT_Servicer_And_Issuer_sp_1,spEED.EURO.RPT_Servicer_And_Issuer_sp_1,sp,0,0,0,78
2049806760,TruPS_Update_Intex_History,spEED.CDO.TruPS_Update_Intex_History,sp,0,0,0,66
2147187095,Intex_History_CMBS,spEED.EURO.Intex_History_CMBS,view,0,0,0,32
